"carat","depth","table","x","y","z","cutNumber","colorNumber","priceNumber"
0.71,61.5,57,5.74,5.78,3.54,3,4,3
1.02,57.5,62,6.62,6.6,3.8,2,7,3
0.91,60.8,58,6.26,6.31,3.82,5,7,3
0.77,60.4,58,5.94,6.01,3.61,5,6,3
0.91,63.4,59,6.12,6.15,3.89,5,7,3
1.02,62.7,57,6.43,6.4,4.02,3,2,3
0.8,61.3,55,5.98,6,3.67,3,5,3
1.18,62.8,59,6.78,6.69,4.23,4,1,3
1.04,61.6,58,6.52,6.45,3.99,4,6,3
0.66,61.3,57,5.59,5.63,3.44,3,7,3
1,62.9,60,6.36,6.32,3.99,4,3,3
1.01,57.9,57,6.51,6.55,3.78,1,6,3
0.92,63.9,55,6.14,6.09,3.91,2,7,3
0.77,60.6,60,5.89,5.92,3.58,5,5,3
1.1,63.7,58,6.48,6.45,4.12,2,5,3
0.9,63.5,58,6.08,6.17,3.89,5,7,3
1.1,62.1,56,6.68,6.56,4.12,4,5,3
0.9,62.6,60,6.09,6.14,3.83,5,4,3
0.9,64,58,6.11,6.07,3.9,2,3,3
1,60.2,61,6.48,6.44,3.89,4,3,3
0.92,63.8,56,6.12,6.17,3.92,5,5,3
1,62.9,64,6.27,6.23,3.93,2,2,3
1,61.3,58,6.45,6.41,3.94,4,3,3
1,63.4,61,6.33,6.29,4,5,3,3
1,58.1,64,6.63,6.51,3.82,2,1,3
1,61.5,58,6.41,6.38,3.93,4,5,3
1,58.7,58,6.55,6.51,3.83,4,1,3
0.91,59.6,60,6.25,6.29,3.74,4,3,3
1.03,61.9,56,6.45,6.5,4.01,3,1,3
0.88,60.7,55,6.28,6.22,3.79,4,5,3
1.03,62.6,57,6.45,6.43,4.03,3,1,3
1.01,63,59,6.38,6.32,4,4,4,3
1.01,63.7,58,6.35,6.31,4.03,2,4,3
0.91,63.7,57,6.1,6.12,3.89,5,3,3
0.85,59.3,57,6.19,6.22,3.68,3,6,3
1.04,63.2,58.6,6.35,6.39,4.03,5,1,3
0.91,63.7,58,6.09,6.02,3.86,2,5,3
1.18,62.9,58,6.77,6.7,4.24,4,2,3
1.01,65.7,60,6.17,6.19,4.06,2,3,3
1.02,61.6,56,6.47,6.51,4,3,3,3
1.02,62.9,58,6.36,6.42,4.02,5,2,3
1.01,59.4,59,6.51,6.49,3.86,4,6,3
1,59.2,62,6.47,6.5,3.84,3,1,3
0.9,64.7,54,6.09,6.03,3.92,1,5,3
0.9,57.8,58,6.42,6.38,3.7,2,4,3
0.9,57.5,66,6.3,6.25,3.61,1,7,3
0.9,61,59,6.29,6.17,3.8,4,4,3
1.08,59.9,58,6.75,6.66,4.01,4,5,3
1.01,64,59,6.28,6.34,4.04,2,7,3
1.06,61.3,57,6.55,6.6,4.03,3,1,3
0.93,62.5,57.8,6.15,6.28,3.87,5,4,3
0.9,60.8,65,6.14,6.17,3.74,2,6,3
0.81,61.9,56,5.97,6.02,3.71,3,6,3
0.91,61.4,58,6.19,6.23,3.81,5,5,3
0.9,61.7,62,6.19,6.13,3.8,4,5,3
0.92,59,58,6.31,6.36,3.74,2,7,3
0.71,61.8,56,5.71,5.68,3.52,4,6,3
0.93,60.3,61,6.39,6.25,3.81,4,3,3
1.02,58.2,60,6.49,6.57,3.8,2,3,3
1,64,55,6.3,6.26,4.02,2,4,3
0.92,62.1,57,6.26,6.2,3.87,3,6,3
0.92,61.7,59,6.27,6.18,3.84,4,6,3
0.92,62.2,56,6.24,6.2,3.87,3,6,3
1.28,59.4,61,7.11,7.04,4.2,4,2,3
0.91,61,61,6.24,6.16,3.78,4,7,3
0.9,66.1,55,5.98,5.92,3.93,1,7,3
1.01,60.8,63,6.32,6.38,3.86,5,5,3
0.9,62.9,56,6.11,6.17,3.86,5,4,3
0.9,62.6,62,6.15,6.18,3.86,2,6,3
1.12,60.3,57,6.8,6.73,4.08,3,4,3
0.93,58.2,60,6.41,6.48,3.75,2,2,3
0.72,61.1,57,5.78,5.81,3.54,3,6,3
0.97,62.2,56,6.34,6.29,3.94,4,2,3
0.9,63.7,58,6.06,6.09,3.87,2,6,3
0.91,62.4,56,6.2,6.17,3.86,4,7,3
1,63.8,56,6.23,6.31,4,2,4,3
0.9,62.5,62,6.08,6.11,3.81,5,5,3
0.9,63.3,60,6.09,6.11,3.86,2,5,3
0.9,62.6,57,6.16,6.2,3.87,5,5,3
0.9,63.6,59,6.07,6.12,3.88,2,5,3
0.9,63.2,61,6.09,6.13,3.86,2,5,3
0.9,60.4,60,6.23,6.29,3.78,5,5,3
1.14,61.8,59,6.62,6.74,4.13,4,7,3
0.9,63.4,58,6.09,6.12,3.87,5,5,3
0.9,62.3,55,6.14,6.18,3.84,5,5,3
0.9,59.7,60,6.25,6.22,3.72,4,5,3
1.2,59.6,62,6.95,6.9,4.13,4,1,3
0.9,60.6,59,6.27,6.21,3.78,4,5,3
1.05,60.9,61,6.61,6.55,4.01,4,6,3
0.72,59.2,63,5.77,5.86,3.44,5,5,3
1.01,58.9,59,6.56,6.62,3.88,5,1,3
0.8,61.6,54,5.95,5.99,3.68,3,5,3
0.8,61.3,55,5.93,6.01,3.66,5,5,3
0.91,62.4,57,6.17,6.21,3.86,3,2,3
1.16,60.7,57,6.77,6.83,4.13,3,1,3
1.11,61.2,61,6.65,6.69,4.08,5,2,3
0.91,61.2,58,6.21,6.25,3.81,4,7,3
0.9,61.9,54,6.23,6.18,3.84,3,6,3
1.01,60.6,61,6.45,6.38,3.89,4,3,3
1.01,62.5,58,6.39,6.35,3.98,4,3,3
1.01,63.6,61,6.35,6.33,4.03,2,7,3
1.01,63.6,55,6.39,6.31,4.04,2,2,3
1.04,61.6,56,6.56,6.49,4.02,4,2,3
0.75,62.4,56,5.79,5.84,3.63,3,7,3
1.09,61.9,61,6.58,6.54,4.06,4,7,3
0.91,62.7,56,6.11,6.17,3.85,5,5,3
0.91,62.3,57,6.22,6.13,3.85,4,3,3
0.9,62.7,56,6.15,6.2,3.87,5,3,3
1,68.3,61,6.02,5.93,4.08,1,4,3
1.18,62.5,58,6.75,6.62,4.18,4,6,3
1,64.3,53,6.34,6.29,4.06,2,7,3
1,63.2,56,6.38,6.33,4.02,5,7,3
1,62.2,65,6.28,6.22,3.89,2,4,3
0.25,60,56,4.1,4.14,2.47,5,6,1
0.33,59.9,62,4.48,4.57,2.71,5,2,1
0.32,62.2,53,4.42,4.45,2.76,3,2,1
0.25,60.9,57,4.06,4.09,2.48,3,5,1
0.25,61.3,61,4.04,4.08,2.49,2,6,1
0.32,61.9,56,4.36,4.39,2.71,5,4,1
0.32,62.4,58,4.4,4.35,2.73,4,6,1
0.32,59.7,60,4.45,4.43,2.65,4,6,1
0.32,60.3,56,4.45,4.44,2.68,3,2,1
0.32,62.2,57,4.42,4.39,2.74,3,2,1
0.32,62.5,55,4.39,4.38,2.74,3,2,1
0.32,61.3,56,4.43,4.38,2.7,3,2,1
0.32,62.5,57,4.39,4.35,2.73,3,2,1
0.32,61.6,56,4.39,4.37,2.7,3,2,1
0.32,62.9,57,4.4,4.37,2.76,3,2,1
1,66.5,59,6.24,6.21,4.14,1,7,3
0.77,62.7,54,5.84,5.89,3.67,5,4,3
1.01,62.1,61,6.27,6.38,3.93,5,4,3
0.82,61.9,56,6,6.02,3.72,3,6,3
0.8,61.7,58,5.98,5.95,3.68,4,6,3
0.92,63.5,58,6.16,6.12,3.9,5,5,3
0.9,61.1,58,6.24,6.19,3.79,3,3,3
0.91,61.5,56,6.2,6.23,3.82,3,6,3
0.91,62.8,59,6.13,6.16,3.86,5,6,3
1.09,61.9,58,6.65,6.58,4.1,4,2,3
1.01,63.5,60,6.23,6.31,3.98,2,3,3
1.01,59.4,57,6.59,6.57,3.91,4,2,3
0.8,62.4,54,5.93,5.99,3.72,3,3,3
1.02,64.6,55,6.33,6.28,4.07,1,3,3
0.7,61.3,59,5.69,5.73,3.5,5,5,3
1.03,60.2,55,6.59,6.53,3.95,4,5,3
0.9,62.2,57,6.11,6.15,3.81,5,7,3
0.81,61.5,57,6,6.06,3.71,3,6,3
0.96,61.6,59,6.24,6.29,3.86,2,3,3
0.91,62.2,59,6.19,6.15,3.84,4,4,3
0.91,62.8,58,6.18,6.15,3.87,4,4,3
0.9,63.2,58,6.09,6.16,3.87,2,4,3
0.97,59.6,59,6.41,6.47,3.84,5,5,3
0.9,64.5,57,6.01,6.08,3.9,2,4,3
1,62.4,56,6.35,6.31,3.95,4,5,3
1.11,61.9,58,6.63,6.61,4.1,4,2,3
0.91,62.7,62,6.11,6.21,3.86,2,3,3
0.77,61.6,55,5.88,5.91,3.63,3,7,3
1.08,64.3,58,6.46,6.44,4.15,2,1,3
0.81,63.5,55,5.9,5.94,3.76,5,4,3
1.01,59,59,6.57,6.61,3.89,3,1,3
1.02,61.1,62,6.49,6.54,3.98,5,5,3
0.9,62.2,60,6.14,6.07,3.8,4,4,3
0.95,62.9,58,6.26,6.21,3.92,4,3,3
1.04,61.3,55,6.49,6.44,3.96,3,3,3
1.21,60.8,58,6.93,6.88,4.19,4,1,3
1.39,62.6,57,7.15,7.1,4.46,4,2,3
0.92,62.5,60,6.19,6.26,3.89,5,4,3
1.13,59.1,63,6.85,6.82,4.04,5,2,3
1.13,62.2,59,6.67,6.61,4.13,4,2,3
0.93,62.8,56,6.19,6.27,3.91,3,3,3
0.9,63.1,60,6.08,6.12,3.85,2,3,3
0.9,62.1,57,6.16,6.23,3.85,5,3,3
0.9,59.5,58,6.28,6.33,3.75,5,7,3
1.06,60,59,6.64,6.59,3.97,4,6,3
0.7,62.3,53.7,5.67,5.72,3.55,3,6,3
0.9,62.7,57,6.1,6.15,3.84,3,7,3
0.83,61.3,56,6.04,6.06,3.71,3,7,3
1.25,64.4,58,6.82,6.71,4.36,1,3,3
0.91,62.6,56,6.27,6.3,3.81,3,4,3
1,64.1,54,6.3,6.33,4.05,5,3,3
1.01,56.8,66,6.63,6.58,3.75,1,6,3
1,59,61,6.42,6.46,3.8,2,3,3
1.01,62.8,57,6.42,6.38,4.02,3,2,3
1.08,62.7,58,6.53,6.49,4.08,4,5,3
0.9,58.9,67,6.18,6.17,3.64,1,5,3
0.9,59.6,63,6.24,6.17,3.7,5,5,3
0.9,63.4,62,6.05,6,3.82,5,5,3
0.9,61.6,60,6.19,6.14,3.8,4,5,3
0.9,63.9,58,6.08,6.03,3.87,2,5,3
0.74,63.5,58,5.78,5.72,3.65,5,6,3
0.97,59.9,59,6.45,6.38,3.84,4,5,3
0.95,59.3,59,6.42,6.46,3.82,3,3,3
1.06,62.6,60,6.43,6.47,4.04,5,3,3
1.02,58,60,6.7,6.64,3.87,4,5,3
1.01,61.4,56,6.44,6.47,3.97,3,1,3
0.9,61.1,63,6.21,6.17,3.78,5,7,3
0.9,62.5,63,6.14,6.11,3.83,5,7,3
0.9,63.2,62,6.13,6.06,3.85,5,7,3
1.01,63.7,57,6.32,6.36,4.04,5,2,3
0.91,59.2,60,6.3,6.41,3.76,5,3,3
1.02,64.2,53,6.3,6.26,4.03,2,2,3
1.19,61.5,58,6.88,6.78,4.2,4,3,3
1,62.2,57,6.29,6.25,3.9,4,4,3
1.01,59.4,59,6.53,6.56,3.89,4,3,3
0.7,61.2,56,5.72,5.75,3.51,3,6,3
0.9,61.6,57,6.17,6.24,3.82,3,4,3
1.03,63.7,60,6.35,6.28,4.02,2,4,3
0.99,60.3,57,6.44,6.49,3.9,5,1,3
0.89,62.7,57,6.08,6.13,3.83,5,6,3
1.01,60.7,57,6.42,6.46,3.91,5,5,3
1,60.5,61,6.31,6.38,3.84,2,6,3
1,59.5,63,6.41,6.47,3.83,5,6,3
1.02,58.3,61,6.57,6.63,3.85,5,3,3
0.9,63.3,55,6.05,6.08,3.84,5,5,3
1.01,64.2,59,6.31,6.28,4.04,1,4,3
1.1,59.5,57,6.81,6.74,4.03,4,3,3
0.75,62.8,57,5.74,5.78,3.62,5,6,3
0.9,62.6,57,6.19,6.15,3.86,3,3,3
0.71,61.2,56,5.76,5.86,3.54,3,3,3
0.9,62.9,56,6.19,6.09,3.86,4,7,3
1.01,61.8,59,6.41,6.31,3.93,4,5,3
1.03,62.1,54,6.47,6.51,4.03,3,1,3
0.9,61.9,59,6.16,6.19,3.82,3,4,3
0.9,62.5,62,6.04,6.09,3.79,2,4,3
0.83,61.8,55,6.01,6.06,3.73,3,5,3
1.17,63.6,62,6.65,6.55,4.2,2,4,3
0.93,62.5,58,6.22,6.19,3.88,4,5,3
0.92,61.7,59,6.18,6.27,3.84,4,6,3
0.92,62.1,57,6.2,6.26,3.87,3,6,3
0.9,61.9,55,6.21,6.23,3.85,3,2,3
1.01,59.4,60,6.44,6.49,3.84,2,5,3
0.91,63.5,57,6.12,6.16,3.9,5,3,3
0.74,60.9,57,5.83,5.86,3.56,3,5,3
1.04,63.2,58,6.39,6.34,4.02,5,5,3
1.04,62.8,60,6.41,6.38,4.01,4,5,3
1.12,62.1,56,6.7,6.65,4.14,4,3,3
1,60.4,62,6.52,6.42,3.91,4,6,3
1,63.2,56,6.31,6.37,4.01,2,2,3
0.9,61,56,6.23,6.29,3.82,3,3,3
1.01,63.8,57,6.31,6.23,4,2,2,3
1.01,62.5,61,6.37,6.33,3.97,4,5,3
1.25,61.3,58,6.98,6.95,4.27,4,1,3
1.05,62.7,54,6.51,6.48,4.07,4,4,3
0.97,58.9,58,6.51,6.47,3.82,4,5,3
1.07,61.1,57,6.61,6.65,4.05,3,4,3
0.9,63,62,6.09,6,3.81,5,3,3
0.7,62.7,54,5.66,5.7,3.56,3,5,3
1.01,59.4,60,6.55,6.58,3.9,4,4,3
0.91,61.9,56,6.2,6.23,3.85,3,2,3
1.14,62.3,56,6.73,6.66,4.17,4,1,3
0.9,59.6,61,6.25,6.2,3.71,4,4,3
1.5,62.9,60,7.31,7.22,4.57,4,3,3
1,62.8,61,6.37,6.25,3.96,4,5,3
0.83,61.5,55,6.05,6.08,3.73,3,6,3
0.56,62.5,59,5.26,5.3,3.3,5,7,3
1.13,58.3,61,6.88,6.78,3.98,4,5,3
0.96,63,58,6.27,6.23,3.94,4,3,3
0.71,61.9,55,5.73,5.77,3.56,3,6,3
1.16,60.7,57,6.83,6.77,4.13,3,1,3
1.11,61.2,61,6.69,6.65,4.08,4,2,3
1,63.8,59,6.28,6.26,4,2,3,3
0.71,60.1,56,5.77,5.83,3.48,3,7,3
0.71,61.2,55,5.74,5.78,3.53,3,7,3
0.71,61.7,56,5.71,5.74,3.53,3,7,3
0.71,61.2,57,5.73,5.8,3.53,3,6,3
0.91,61.9,61,6.11,6.14,3.79,5,6,3
1,61,57,6.51,6.4,3.94,4,3,3
1,62.3,56,6.43,6.38,3.99,3,1,3
0.57,61.3,57,5.33,5.41,3.29,5,7,3
1,57.3,62,6.54,6.59,3.76,1,6,3
1,60.4,63,6.44,6.37,3.87,5,2,3
0.9,61.6,58,6.26,6.18,3.83,4,3,3
1,62.7,59,6.35,6.31,3.97,4,3,3
1.5,61.5,58,7.38,7.2,4.5,4,6,3
0.91,62.6,57,6.2,6.23,3.89,3,3,3
0.9,60.1,58,6.25,6.29,3.77,5,6,3
0.9,60.1,56,6.3,6.35,3.8,3,6,3
1,63.4,58,6.31,6.25,3.98,5,5,3
1,59,67,6.48,6.41,3.8,1,5,3
0.32,63.2,56,4.38,4.32,2.75,5,2,1
0.32,63,57,4.37,4.33,2.74,3,2,1
0.32,63.4,55,4.37,4.33,2.76,5,2,1
0.32,63.1,54,4.42,4.36,2.77,5,3,1
0.32,62.2,56,4.39,4.36,2.72,4,3,1
0.32,63.1,55,4.37,4.34,2.75,5,3,1
0.32,62.7,55,4.42,4.39,2.76,3,6,1
0.3,60,60,4.4,4.3,2.61,4,3,1
0.25,60.7,59,4.07,4.1,2.48,5,5,1
0.25,61.2,57,4.08,4.12,2.51,3,6,1
0.25,62.5,59,4.02,4.05,2.52,4,6,1
0.25,62,59,4.05,4.08,2.52,4,6,1
0.25,62.9,59,3.99,4.02,2.52,5,6,1
0.25,63.1,56,4,4.05,2.54,2,6,1
0.25,62.9,58,4.01,4.03,2.53,5,6,1
1.04,60.2,56,6.61,6.54,3.96,4,1,3
0.92,61.8,59,6.21,6.25,3.85,4,5,3
0.92,62.7,57,6.14,6.2,3.87,5,5,3
1.02,59.1,60,6.59,6.54,3.88,4,3,3
1.01,62.1,61,6.38,6.27,3.93,4,4,3
1.03,61,58,6.52,6.47,3.96,4,2,3
1.01,61.2,57,6.45,6.4,3.92,3,4,3
1.01,63.2,57,6.33,6.28,3.99,3,4,3
1.02,60.9,58,6.41,6.53,3.94,5,3,3
0.76,62.1,55,5.84,5.88,3.64,3,6,3
0.92,61.7,62,6.2,6.12,3.8,4,3,3
0.74,65.4,53,5.73,5.71,3.74,1,7,3
1.05,61.4,58,6.54,6.58,4.03,5,3,3
0.71,62,53.9,5.73,5.77,3.57,3,6,3
1,65.6,56,6.23,6.3,4.11,2,2,3
0.8,60.9,57,5.98,6.04,3.66,3,5,3
1.04,58.7,58,6.68,6.61,3.9,4,1,3
0.9,60.6,60,6.24,6.3,3.8,4,3,3
1.01,61.7,57,6.5,6.47,4,3,6,3
1.02,61.3,62,6.46,6.42,3.95,4,7,3
1.02,62.3,58,6.42,6.37,3.99,4,7,3
1.02,62.5,57,6.43,6.38,4,3,7,3
1.2,65.5,59,6.73,6.53,4.34,1,4,3
0.91,62.8,58,6.15,6.18,3.87,5,4,3
0.91,61.8,60,6.18,6.21,3.83,4,4,3
1.09,62.3,59,6.55,6.59,4.09,4,1,3
1.01,63.7,56,6.33,6.38,4.05,5,2,3
0.72,61.7,56,5.77,5.81,3.57,3,7,3
1.01,58.3,62,6.46,6.5,3.78,1,4,3
1.1,62.6,57,6.61,6.56,4.12,3,3,3
0.91,61.8,57,6.16,6.2,3.82,3,4,3
1.14,61.3,55.8,6.74,6.76,4.13,5,5,3
1.23,63.7,58,6.79,6.72,4.3,2,7,3
0.91,62.2,59,6.23,6.19,3.86,4,7,3
1.01,62.5,58,6.37,6.42,4,5,3,3
0.9,62.8,60,6.14,6.08,3.84,4,4,3
0.71,61.9,56,5.7,5.73,3.54,3,6,3
1,61.8,58,6.43,6.48,3.99,2,5,3
1.17,63.9,55,6.66,6.73,4.28,2,1,3
0.9,62.2,60,6.14,6.17,3.83,5,6,3
0.9,63.3,57,6.1,6.16,3.88,5,5,3
1.03,62.4,56,6.44,6.48,4.03,3,1,3
0.88,62.3,53,6.12,6.15,3.82,3,5,3
0.9,62.4,62,6.13,6.17,3.84,2,6,3
1.11,64.8,55.1,6.44,6.55,4.21,1,1,3
1.06,63.4,61,6.46,6.37,4.07,5,4,3
1.22,62.2,60,6.77,6.89,4.25,5,1,3
0.9,62.7,59,6.12,6.17,3.85,5,4,3
0.9,62.4,57,6.15,6.19,3.85,3,4,3
1.03,63.1,58,6.41,6.37,4.03,5,4,3
0.96,60,60,6.43,6.47,3.87,5,7,3
1.06,57.2,60,6.84,6.74,3.88,2,3,3
0.9,63.9,59,6.06,6.09,3.88,2,5,3
0.9,61.1,63,6.2,6.17,3.78,5,6,3
0.93,61,59,6.34,6.28,3.85,4,4,3
0.97,61.9,58,6.31,6.35,3.92,4,5,3
0.97,56.4,66,6.59,6.54,3.7,1,5,3
0.9,62.1,60,6.11,6.2,3.82,5,3,3
1.01,63.1,55,6.31,6.33,3.99,2,4,3
0.96,63.1,58,6.2,6.25,3.93,5,3,3
1.12,62.3,57,6.72,6.61,4.15,4,1,3
1.44,58.2,58,7.39,7.35,4.29,4,1,3
0.9,61.5,59,6.19,6.13,3.79,4,3,3
1.1,63.3,56,6.53,6.58,4.15,2,6,3
1,64.3,59,6.21,6.3,4.02,2,7,3
0.91,62.7,63,6.1,6.03,3.8,5,3,3
1.1,63.4,56,6.56,6.54,4.15,5,4,3
0.91,58,57,6.36,6.47,3.72,2,5,3
0.9,61.8,61,6.16,6.2,3.82,5,7,3
0.9,61.1,63,6.17,6.21,3.78,5,7,3
0.9,62.8,59,6.06,6.1,3.82,5,7,3
0.95,62.2,56,6.26,6.35,3.92,3,6,3
0.8,62.8,56,5.91,5.96,3.73,3,5,3
1.03,58.8,62,6.58,6.51,3.85,4,6,3
1.18,63.6,57,6.74,6.72,4.28,2,6,3
1.01,61.8,58,6.45,6.37,3.96,4,2,3
1.01,63.1,57,6.37,6.3,4,5,5,3
0.9,62.7,57,6.13,6.15,3.85,3,3,3
1.01,59.4,59,6.56,6.53,3.89,4,3,3
1.01,65.7,54,6.32,6.28,4.14,1,4,3
1.01,62,59,6.49,6.43,4.01,4,5,3
1.01,60.5,60,6.52,6.5,3.94,4,2,3
0.93,62.7,61,6.24,6.14,3.88,4,2,3
0.9,61.6,58,6.12,6.26,3.81,5,5,3
1.07,58.4,60,6.78,6.68,3.93,4,2,3
1,62.3,57,6.33,6.28,3.93,3,6,3
0.92,61.3,58,6.21,6.26,3.82,4,3,3
1,61.5,64,6.29,6.22,3.85,2,6,3
1,60.5,61,6.38,6.31,3.84,4,6,3
1,59.1,61,6.44,6.39,3.79,4,6,3
1,60.7,55,6.39,6.33,3.86,3,6,3
1,62.6,56,6.43,6.39,4.01,4,6,3
1.04,62.2,56,6.51,6.48,4.04,3,3,3
1,62,59,6.43,6.3,3.95,4,6,3
1,64.6,60,6.23,6.18,4.01,1,6,3
0.9,62.9,56,6.09,6.19,3.86,5,7,3
1.03,60.7,59,6.48,6.54,3.95,4,3,3
1.03,62.3,59,6.42,6.46,4.01,4,3,3
1.01,60.7,59,6.47,6.45,3.92,3,3,3
0.97,62.3,56,6.28,6.33,3.93,3,6,3
1.02,58.1,58,6.67,6.58,3.85,4,4,3
1.01,63.5,58,6.34,6.39,4.04,2,4,3
0.9,60.6,61,6.19,6.13,3.73,4,4,3
0.91,63.5,58,6.15,6.04,3.87,5,4,3
1,62.8,57,6.37,6.44,4.02,5,5,3
1,62.9,59,6.3,6.39,3.99,5,5,3
1,63.8,58,6.28,6.33,4.02,2,5,3
0.93,58.8,60,6.37,6.49,3.78,5,5,3
0.91,60.6,56,6.27,6.3,3.81,5,5,3
0.9,63.3,59,6.05,6.01,3.82,5,3,3
0.74,62.2,57,5.78,5.83,3.61,3,6,3
0.72,61,55,5.79,5.81,3.54,3,7,3
0.9,61.3,59,6.24,6.19,3.81,4,3,3
0.9,62,57,6.16,6.1,3.8,4,3,3
0.9,60.7,58,6.21,6.17,3.76,4,3,3
1.1,62.8,57,6.56,6.63,4.14,5,2,3
1.04,60.3,62,6.5,6.56,3.94,5,4,3
0.64,61.8,54,5.54,5.56,3.43,3,7,3
1.11,63.3,61,6.56,6.49,4.13,5,1,3
0.8,62.1,56,5.92,5.97,3.69,3,6,3
1,56.8,65,6.61,6.49,3.72,2,3,3
1,63.2,54,6.3,6.23,3.96,5,5,3
0.9,62.1,56,6.2,6.16,3.84,3,4,3
1,63.2,56,6.37,6.31,4.01,5,2,3
1.01,60.8,58,6.49,6.46,3.94,4,6,3
0.92,60.6,60,6.29,6.32,3.82,2,4,3
1.09,59,61,6.78,6.75,3.98,4,2,3
1.17,59.9,59,6.82,6.86,4.1,4,5,3
0.79,61.7,56,5.94,5.95,3.67,3,2,3
0.9,63.1,61,6.18,6.14,3.89,5,6,3
0.9,63,56,6.15,6.1,3.86,3,6,3
0.9,63.1,60,6.18,6.14,3.89,5,6,3
0.9,59.6,61,6.2,6.25,3.71,5,4,3
0.9,61.3,55,6.21,6.25,3.82,3,2,3
1.08,62.3,56,6.6,6.53,4.09,3,1,3
1,62.7,59,6.3,6.36,3.97,4,4,3
1.03,57.7,63,6.68,6.64,3.84,2,5,3
0.91,61.6,56,6.21,6.25,3.84,3,3,3
0.92,62.4,58,6.19,6.18,3.86,4,7,3
1.5,62.6,57,7.33,7.21,4.55,4,5,3
0.95,60.5,59,6.33,6.36,3.84,5,1,3
1.08,61,60,6.57,6.62,4.02,4,1,3
0.9,61.3,59,6.17,6.2,3.79,5,2,3
0.9,62.8,59,6.1,6.16,3.85,5,5,3
1.2,61.6,54,6.88,6.82,4.22,3,1,3
1.11,62.6,54,6.61,6.64,4.15,3,1,3
0.9,61.8,56,6.17,6.2,3.82,3,3,3
1.03,61.7,63,6.46,6.51,4,2,5,3
0.97,61.3,57,6.37,6.32,3.89,4,4,3
1.11,61.7,63,6.54,6.65,4.07,5,6,3
0.31,60.3,59,4.35,4.37,2.63,4,4,1
0.31,62.3,59,4.29,4.32,2.68,4,2,1
0.31,61.7,56,4.34,4.38,2.69,3,4,1
0.31,60.5,57,4.36,4.4,2.65,3,4,1
0.31,63.3,54,4.29,4.34,2.73,2,4,1
0.35,63.3,56,4.5,4.53,2.86,2,1,1
0.3,60.2,62,4.37,4.34,2.62,4,3,1
0.36,61.6,60,4.54,4.58,2.81,4,1,1
0.3,62.2,57,4.27,4.28,2.66,3,1,1
0.24,62.5,55,3.96,3.98,2.48,5,6,1
0.31,61.9,61,4.29,4.34,2.67,2,1,1
0.27,62.2,58,4.14,4.15,2.58,5,7,1
0.3,62.3,58,4.26,4.28,2.66,5,7,1
0.32,62.3,55.3,4.36,4.37,2.72,3,1,1
0.33,61.4,57,4.44,4.48,2.74,3,5,1
0.23,60.2,57,4.02,4.07,2.43,5,7,1
0.31,62.1,55,4.35,4.38,2.71,3,4,1
0.27,60.3,56,4.24,4.27,2.56,3,5,1
0.27,61.7,57,4.15,4.18,2.57,3,5,1
0.25,62.5,56,4.06,4.03,2.53,3,3,1
0.25,60.1,62,4.11,4.08,2.46,4,3,1
0.33,60,60,4.45,4.49,2.68,4,5,1
0.31,61.2,55,4.41,4.44,2.7,5,3,1
0.3,61.5,57,4.28,4.31,2.64,5,6,1
0.4,62.1,57,4.7,4.74,2.93,5,5,1
0.31,56.9,66,4.53,4.47,2.56,1,6,1
0.33,62.2,56,4.43,4.44,2.76,3,4,1
0.33,63.4,55,4.37,4.4,2.78,2,6,1
0.33,63.8,55,4.36,4.38,2.79,2,6,1
0.33,61.3,59,4.44,4.46,2.73,4,4,1
1,65.7,62,6.15,6.21,4.06,2,5,3
1.09,60.1,62,6.72,6.6,4,4,6,3
0.9,62.3,56,6.17,6.13,3.83,3,5,3
1.06,61.9,59,6.47,6.52,4.02,3,2,3
0.91,64,56.6,6.09,6.15,3.92,5,4,3
1.2,62.2,54,6.84,6.8,4.24,3,1,3
1.01,64.3,59,6.28,6.31,4.05,2,6,3
1.01,65.6,59,6.22,6.18,4.07,1,6,3
1,62.6,57,6.37,6.4,4,5,2,3
0.91,65.7,58,6.04,5.99,3.95,1,7,3
0.91,62.2,57,6.19,6.25,3.87,5,5,3
0.9,65.8,59,6,6.04,3.96,2,4,3
0.93,61.5,57,6.23,6.33,3.86,5,4,3
1.05,63.8,58,6.38,6.45,4.09,5,3,3
0.91,63.1,61,6.1,6.16,3.87,2,7,3
0.93,62.5,58,6.21,6.24,3.89,5,6,3
0.82,61.9,56,5.99,6.02,3.72,3,7,3
1.02,61.1,61,6.51,6.48,3.97,4,3,3
1.02,61.7,58,6.48,6.45,3.99,4,2,3
0.96,62.6,60,6.32,6.26,3.94,4,6,3
0.7,61.9,58,5.6,5.67,3.49,5,6,3
0.7,61.2,56,5.73,5.78,3.52,3,5,3
0.9,59.2,60,6.34,6.3,3.74,4,7,3
0.9,61.5,56,6.15,6.2,3.8,5,4,3
1.01,63.4,58,6.37,6.41,4.05,2,3,3
0.98,62.9,57,6.33,6.29,3.97,3,4,3
1.05,61.4,58,6.58,6.54,4.03,4,3,3
1.05,60,60,6.46,6.43,4,4,1,3
1,62.6,60,6.35,6.33,3.97,4,6,3
0.8,60.7,60,6,6.09,3.67,5,6,3
1.01,63,56,6.34,6.3,3.98,3,6,3
1.01,55.2,65,6.78,6.67,3.71,1,6,3
1.01,64.7,55,6.37,6.3,4.1,1,6,3
